Time, ConePendulum1.theta, ConePendulum1.x, ConePendulum1.y, ConePendulum1.z, ConePendulum1.beta
0, 1.5707963267948966, 0.479425538604203, 0, 0.8775825618903728, 0.5
0.01, 1.537379250072451, 0.4791578754611332, 0.016018018376182514, 0.8775825621962149, 0.49999999936206524
0.0225, 1.4956079040505499, 0.47807100615184467, 0.03601329514419778, 0.8775825634376629, 0.4999999967726161
0.038125, 1.4433937211202743, 0.4755399109998353, 0.06091495979689095, 0.8775825663259338, 0.49999999074817525
0.05765625, 1.3781259914067743, 0.4705544306414539, 0.09180063790383178, 0.877582572003425, 0.49999997890589526
0.08207031249999999, 1.29654132681311, 0.4615080437509491, 0.1298427389421731, 0.8775825822662884, 0.49999995749930953
0.11258789062499999, 1.1945604907023974, 0.44589169923319877, 0.17615156250662095, 0.8775825998624897, 0.49999992079662714
0.15073486328125, 1.0670844343235484, 0.4198793143714371, 0.2314089257992948, 0.8775826288295526, 0.4999998603762564
0.1984185791015625, 0.9077393412084792, 0.37784193782309594, 0.2951001848043789, 0.8775826747096305, 0.4999997646781971
0.2580232238769531, 0.7085579310565422, 0.31198091026154245, 0.3640280741613837, 0.8775827441641805, 0.49999961980775626
0.33252902984619137, 0.45958108822976984, 0.21265985300914747, 0.4296791138402876, 0.8775828428402375, 0.49999941398612957
0.4256612873077392, 0.14835989951385603, 0.0708667742291609, 0.4741582356190436, 0.8775829692427883, 0.4999991503315957
0.5256612873077392, -0.18581146516506855, -0.08857085828239439, 0.4711720813123094, 0.8775830860123425, 0.4999989067697651
0.6256612873077392, -0.5199829542631721, -0.23820939077514597, 0.41605778635868657, 0.8775831610490503, 0.49999875025564006
0.7256612873077392, -0.8541545041742465, -0.3614935861338168, 0.3149129241254442, 0.8775831797629641, 0.4999987112215132
0.8256612873077391, -1.1883260394677495, -0.44478391774821396, 0.17892764321295235, 0.8775831385155531, 0.4999987972567819
0.9256612873077391, -1.5224974875556523, -0.4788655667645643, 0.023146652492366655, 0.877583045327136, 0.49999899163233785
1.025661287307739, -1.8566687928065204, -0.4599679004143623, -0.135195236846366, 0.8775829183173851, 0.4999992565534661
1.1256612873077392, -2.1908399273624224, -0.3901816433844782, -0.27857987289692115, 0.8775827821821274, 0.4999995405087349
1.2256612873077393, -2.5250108965554316, -0.2772275842343216, -0.3911438807578421, 0.8775826633914876, 0.49999978828592473
1.3256612873077394, -2.8591817378706255, -0.13360239803490234, -0.46043371473915934, 0.8775825850430385, 0.4999999517074812
1.4256612873077394, 3.0898327935222576, 0.02480391998890965, -0.4787834706587509, 0.8775825623707121, 0.49999999899809383
1.5256612873077395, 2.7556620081736933, 0.1804660517295745, -0.4441630159431622, 0.8775825997827286, 0.4999999209629951
1.6256612873077396, 2.421491140032359, 0.31616228425279175, -0.3604025974109135, 0.8775826900044941, 0.4999997327757027
1.7256612873077397, 2.0873201319656656, 0.41687984731903094, -0.23676907494525606, 0.8775828154931187, 0.49999947102761894
1.8256612873077398, 1.7531489540481167, 0.471475856013077, -0.08694066839865482, 0.8775829518485027, 0.49999918661316745
1.9256612873077399, 1.4189776093800044, 0.4739100976240997, 0.07250634544692121, 0.8775830725577197, 0.4999989348338715
2.0256612873077398, 1.0848061334846029, 0.42391327719608685, 0.2239315542050401, 0.8775831541501858, 0.4999987646455287
2.12566128730774, 0.7506345874009963, 0.32701679825458235, 0.35058205102984885, 0.8775831807612463, 0.4999987091392617
