Time, Population(0), Population(1)
0, 9.999999999999998, 9.999999999999998
0.1, 9.902471919318458, 9.80102278025023
0.2, 9.809777377030159, 9.604177910722399
0.30000000000000004, 9.721755417305609, 9.40958612288862
0.4, 9.638250998226894, 9.217356068905744
0.5, 9.55911487684925, 9.027584965381532
0.6, 9.484203482193553, 8.840359222532678
0.7, 9.413378778556384, 8.655755056862604
0.7999999999999999, 9.346508121245181, 8.473839085855825
0.8999999999999999, 9.283464106591792, 8.294668903513195
0.9999999999999999, 9.224124417866914, 8.11829363584169
1.0999999999999999, 9.168371668509003, 7.944754475666501
1.2, 9.116093243893234, 7.774085196355406
1.3, 9.067181142696905, 7.606312644238251
1.4000000000000001, 9.021531818766299, 7.4414572096707925
1.5000000000000002, 8.979046024255005, 7.279533276834842
1.6000000000000003, 8.939628654683283, 7.1205496524876875
1.7000000000000004, 8.903188596461506, 6.964509973975893
1.8000000000000005, 8.869638577326393, 6.811413096913408
1.9000000000000006, 8.838895020055553, 6.661253462993687
2.0000000000000004, 8.810877899752889, 6.514021448461886
2.1000000000000005, 8.785510604933442, 6.369703693817758
2.2000000000000006, 8.762719802580552, 6.22828341535407
2.3000000000000007, 8.742435307299766, 6.089740699160523
2.400000000000001, 8.724589954651957, 5.9540527782405865
2.500000000000001, 8.709119478712248, 5.821194293399117
2.600000000000001, 8.695962393870198, 5.691137538563496
2.700000000000001, 8.6850598808607, 5.5638526912007285
2.800000000000001, 8.676355676992562, 5.439308028488539
2.9000000000000012, 8.669795970523301, 5.317470129890603
3.0000000000000013, 8.66532929911312, 5.198304066775006
3.1000000000000014, 8.662906452278294, 5.0817735797018475
3.2000000000000015, 8.662480377753974, 4.967841243990503
3.3000000000000016, 8.664006091668186, 4.856468624160246
3.4000000000000017, 8.667440592422492, 4.74761641781986
3.5000000000000018, 8.672742778169997, 4.641244589562898
3.600000000000002, 8.679873367778075, 4.537312495405639
3.700000000000002, 8.68879482516093, 4.435778998284739
3.800000000000002, 8.69947128686598, 4.336602575111349
3.900000000000002, 8.711868492797723, 4.23974141585814
4.000000000000002, 8.7259537199631, 4.1451535151354575
4.100000000000001, 8.741695719123525, 4.052796756692807
4.200000000000001, 8.759064654240161, 3.962628991262116
4.300000000000001, 8.778032044600993, 3.874608108139919
4.4, 8.798570709520632, 3.788692100886654
4.5, 8.820654715506294, 3.7048391275028725
4.6, 8.84425932578612, 3.6230075654243037
4.699999999999999, 8.869360952099155, 3.54315606166038
4.799999999999999, 8.895937108649116, 3.4652435783841424
4.899999999999999, 8.923966368127486, 3.389229434265316
4.999999999999998, 8.953428319714488, 3.315073341822844
5.099999999999998, 8.984303528969857, 3.2427354410583202
5.1999999999999975, 9.016573499528466, 3.1721763296174426
5.299999999999997, 9.05022063651914, 3.103357089713
5.399999999999997, 9.085228211628134, 3.0362393120298257
5.4999999999999964, 9.121580329731872, 2.9707851168196973
5.599999999999996, 9.159261897026656, 2.906957172382275
5.699999999999996, 9.198258590585972, 2.8447187111168537
5.799999999999995, 9.238556829279032, 2.7840335433189294
5.899999999999995, 9.280143745986958, 2.724866068885341
5.999999999999995, 9.323007161055772, 2.6671812870820233
6.099999999999994, 9.367135556928089, 2.6109448045191708
6.199999999999994, 9.412518053897855, 2.556122841469852
6.299999999999994, 9.459144386935106, 2.5026822366598442
6.399999999999993, 9.507004883529937, 2.450590450648558
6.499999999999993, 9.556090442507331, 2.3998155679135325
6.5999999999999925, 9.606392513766572, 2.350326297743909
6.699999999999992, 9.657903078901155, 2.3020919740416814
6.799999999999992, 9.710614632657089, 2.255082554123216
6.8999999999999915, 9.76452016518944, 2.2092686166076128
6.999999999999991, 9.819613145078813, 2.164621358472903
7.099999999999991, 9.875887503071242, 2.121112591355777
7.19999999999999, 9.933337616506632, 2.0787147371655754
7.29999999999999, 9.991958294402508, 2.037400823078608
7.39999999999999, 10.05174476316141, 1.997144475974408
7.499999999999989, 10.112692652871631, 1.9579199163714356
7.599999999999989, 10.174797984172516, 1.919701951915777
7.699999999999989, 10.238057155656751, 1.8824659704727535
7.799999999999988, 10.3024669317834, 1.8461879328678865
7.899999999999988, 10.368024431276622, 1.810844365320403
7.999999999999988, 10.434727115986142, 1.7764123516094494
8.099999999999987, 10.502572780186627, 1.7428695250102924
8.199999999999987, 10.571559540294096, 1.710194060035109
8.299999999999986, 10.641685824978628, 1.6783646640104668
8.399999999999986, 10.712950365653253, 1.647360568521206
8.499999999999986, 10.78535218732016, 1.6171615207482466
8.599999999999985, 10.858890599755826, 1.5877477747257718
8.699999999999985, 10.933565189017672, 1.5591000825412886
8.799999999999985, 11.009375809255559, 1.531199685500266
8.899999999999984, 11.086322574812021, 1.504028305275359
8.999999999999984, 11.164405852595904, 1.4775681350586323
9.099999999999984, 11.243626254714723, 1.4518018307337346
9.199999999999983, 11.323984631351431, 1.4267125020835865
9.299999999999983, 11.405482063872125, 1.4022837040478653
9.399999999999983, 11.488119858151512, 1.3784994280433747
9.499999999999982, 11.571899538103548, 1.355344093359266
9.599999999999982, 11.65682283940504, 1.3328025386380546
9.699999999999982, 11.742891703400558, 1.3108600134524035
9.799999999999981, 11.830108271177233, 1.2895021699867557
9.89999999999998, 11.918474877798504, 1.26871505483208
9.99999999999998, 12.00799404668617, 1.2484851009012072
10.09999999999998, 12.098668484140463, 1.228799119471559
10.19999999999998, 12.190501073988061, 1.2096442923613846
10.29999999999998, 12.283494872348342, 1.1910081642450483
10.399999999999979, 12.377653102508347, 1.172878635112338
10.499999999999979, 12.472979149897157, 1.1552439528762748
10.599999999999978, 12.569476557150658, 1.1380927061334274
10.699999999999978, 12.667149019257698, 1.1214138170803156
10.799999999999978, 12.766000378778998, 1.105196534589114
10.899999999999977, 12.866034621130122, 1.0894304274455047
10.999999999999977, 12.967255869920118, 1.0741053777512233
11.099999999999977, 13.069668382337342, 1.0592115744935608
11.199999999999976, 13.173276544574284, 1.0447395072838288
11.299999999999976, 13.278084867283047, 1.0306799602665875
11.399999999999975, 13.38409798105334, 1.0170240062012297
11.499999999999975, 13.49132063190485, 1.0037630007173564
11.599999999999975, 13.5997576767857, 0.9908885767452319
11.699999999999974, 13.70941407906896, 0.9783926391224999
11.799999999999974, 13.820294904038901, 0.9662673593782344
11.899999999999974, 13.932405314358759, 0.9545051706953367
11.999999999999973, 14.045750565511655, 0.9430987630522352
12.099999999999973, 14.160336001206296, 0.932041078544813
12.199999999999973, 14.276167048738827, 0.9213253068894807
12.299999999999972, 14.39324921430227, 0.9109448811083123
12.399999999999972, 14.511588078234633, 0.9008934733971967
12.499999999999972, 14.631189290196803, 0.8911649911779962
12.599999999999971, 14.75205856427093, 0.8817535733357647
12.69999999999997, 14.874201673969996, 0.8726535866421582
12.79999999999997, 14.997624447148867, 0.8638596223662699
12.89999999999997, 15.12233276080697, 0.8553664930742252
12.99999999999997, 15.248332535772397, 0.8471692296190129
13.09999999999997, 15.375629731256918, 0.8392630783221647
13.199999999999969, 15.50423033927112, 0.8316434983490651
13.299999999999969, 15.634140378888425, 0.824306159279849
13.399999999999968, 15.765365890346429, 0.8172469388780418
13.499999999999968, 15.897912928973524, 0.8104619210593138
13.599999999999968, 16.031787558928375, 0.8039473940629459
13.699999999999967, 16.166995846739276, 0.7976998488288577
13.799999999999967, 16.30354385462989, 0.7917159775833141
13.899999999999967, 16.441437633617422, 0.7859926726367147
13.999999999999966, 16.58068321636854, 0.780527025397174
14.099999999999966, 16.721286609797847, 0.7753163256039278
14.199999999999966, 16.863253787392985, 0.7703580607849474
14.299999999999965, 17.00659068124964, 0.7656499159435098
14.399999999999965, 17.15130317379931, 0.7611897734788696
14.499999999999964, 17.297397089211312, 0.7569757133465813
14.599999999999964, 17.444878184450296, 0.7530060134644727
14.699999999999964, 17.593752139969027, 0.7492791503707221
14.799999999999963, 17.744024550015784, 0.7457938001409964
14.899999999999963, 17.89570091253417, 0.7425488395721147
14.999999999999963, 18.048786618632526, 0.7395433476402623
15.099999999999962, 18.203286941598606, 0.7367766072423513
15.199999999999962, 18.359207025434255, 0.7342481072297453
15.299999999999962, 18.51655187288326, 0.7319575447442074
15.399999999999961, 18.675326332924477, 0.7299048278666204
15.499999999999961, 18.83553508770062, 0.7280900785897446
15.59999999999996, 18.997182638851726, 0.7265136361270469
15.69999999999996, 19.16027329322069, 0.7251760605704326
15.79999999999996, 19.32481114789639, 0.7240781369105707
15.89999999999996, 19.490800074558422, 0.7232208794343884
15.99999999999996, 19.65824370308512, 0.7226055365152652
16.09999999999996, 19.82714540438489, 0.7222335958124485
16.19999999999996, 19.9975082724086, 0.7221067898972704
16.29999999999996, 20.16933510529832, 0.7222271023248463
16.399999999999963, 20.342628385625712, 0.7225967741711193
16.499999999999964, 20.517390259670407, 0.7232183110563319
16.599999999999966, 20.69362251568628, 0.7240944906773192
16.699999999999967, 20.871326561100716, 0.7252283708723797
16.79999999999997, 21.050503398588823, 0.726623298243925
16.89999999999997, 21.231153600961466, 0.7282829173656292
16.99999999999997, 21.4132772848028, 0.7302111806023928
17.099999999999973, 21.596874082789224, 0.7324123585731204
17.199999999999974, 21.78194311461816, 0.7348910512880814
17.299999999999976, 21.96848295647114, 0.7376521999944735
17.399999999999977, 22.156491608931486, 0.740701099765768
17.49999999999998, 22.34596646327261, 0.744043412872453
17.59999999999998, 22.53690426602843, 0.7476851829739494
17.69999999999998, 22.7293010817525, 0.751632850173712
17.799999999999983, 22.923152253867503, 0.7558932669818907
17.899999999999984, 23.11845236350147, 0.7604737152323793
17.999999999999986, 23.315195186201425, 0.7653819240036602
18.099999999999987, 23.51337364640944, 0.7706260885955215
18.19999999999999, 23.71297976957995, 0.7762148906165232
18.29999999999999, 23.914004631810645, 0.7821575192399843
18.39999999999999, 24.116438306852846, 0.7884636936892782
18.499999999999993, 24.320269810360003, 0.7951436870163312
18.599999999999994, 24.525487041225762, 0.8022083512404538
18.699999999999996, 24.73207671985556, 0.8096691439179342
18.799999999999997, 24.940024323207727, 0.8175381562162434
18.9, 25.14931401643178, 0.8258281425701812
19, 25.359928580923285, 0.8345525520008525
19.1, 25.571849338605887, 0.8437255611819636
19.200000000000003, 25.785056072241883, 0.8533621093415789
19.300000000000004, 25.99952694156368, 0.8634779350911235
19.400000000000006, 26.215238395008797, 0.8740896152770586
19.500000000000007, 26.432165076831403, 0.885214605954238
19.60000000000001, 26.650279729353695, 0.8968712855834586
19.70000000000001, 26.869553090110163, 0.9090790005590786
19.80000000000001, 27.089953783628115, 0.9218581131757566
19.900000000000013, 27.31144820757763, 0.9352300521462877
20.000000000000014, 27.53400041301445, 0.949217365785121
20.100000000000016, 27.757571978429414, 0.963843777974334
20.200000000000017, 27.982121877309147, 0.9791342470305329
20.30000000000002, 28.207606338903343, 0.9951150275922137
20.40000000000002, 28.43397870188639, 1.0118137356474508
20.50000000000002, 28.661189260593066, 1.0292594168212057
20.600000000000023, 28.88918510350234, 1.047482618039924
20.700000000000024, 29.117909943637574, 1.0665154626881843
20.800000000000026, 29.34730394054864, 1.0863917293678367
20.900000000000027, 29.577303513539317, 1.1071469343639533
21.00000000000003, 29.80784114580428, 1.1288184179138796
21.10000000000003, 30.03884517914337, 1.1514454343652518
21.20000000000003, 30.27023959892745, 1.1750692462958388
21.300000000000033, 30.501943809000235, 1.199733222651919
21.400000000000034, 30.73387239621533, 1.225482940942327
21.500000000000036, 30.965934884327353, 1.2523662935016733
21.600000000000037, 31.198035476981396, 1.2804335978081127
21.70000000000004, 31.430072789577217, 1.3097377108077048
21.80000000000004, 31.661939569824458, 1.3403341471583057
21.90000000000004, 31.893522406853496, 1.3722812012602141
22.000000000000043, 32.124701428804926, 1.4056400728877179
22.100000000000044, 32.35534998889036, 1.440474996174346
22.200000000000045, 32.58533433999921, 1.4768533716340453
22.300000000000047, 32.81451329802251, 1.5148459008196458
22.40000000000005, 33.04273789417733, 1.5545267231277167
22.50000000000005, 33.26985101674498, 1.5959735541540603
22.60000000000005, 33.495687042786344, 1.6392678248853476
22.700000000000053, 33.720071460569024, 1.6844948208784611
22.800000000000054, 33.942820483636766, 1.7317438204285363
22.900000000000055, 34.16374065767417, 1.7811082305581087
23.000000000000057, 34.38262846157056, 1.832685719471672
23.10000000000006, 34.59926990436996, 1.886578343910924
23.20000000000006, 34.813440120110755, 1.942892669614621
23.30000000000006, 35.02490296291281, 2.0017398828319526
23.400000000000063, 35.23341060506191, 2.0632358905585515
23.500000000000064, 35.43870314127646, 2.12750140685871
23.600000000000065, 35.640508202819305, 2.1946620223053963
23.700000000000067, 35.838540585641184, 2.2648482532110843
23.800000000000068, 36.03250189731266, 2.3381955669373675
23.90000000000007, 36.2220802281192, 2.414844379160802
24.00000000000007, 36.40694985235909, 2.494940018538084
24.100000000000072, 36.586770966594386, 2.578632653758182
24.200000000000074, 36.761189472358915, 2.666077177496254
24.300000000000075, 36.929836811620724, 2.757433041299411
24.400000000000077, 37.09232986412132, 2.8528640349443743
24.500000000000078, 37.24827091656453, 2.9525380033208113
24.60000000000008, 37.397247714490604, 3.0566264934223257
24.70000000000008, 37.53883360853345, 3.1653043235833884
24.800000000000082, 37.67258780760257, 3.2787490667007138
24.900000000000084, 37.79805575233454, 3.397140438841075
25.000000000000085, 37.9147696228968, 3.520659584386225
25.100000000000087, 38.02224899586814, 3.649488248725247
25.200000000000088, 38.12000166543104, 3.7838078295039725
25.30000000000009, 38.20752464445044, 3.9237982976125005
25.40000000000009, 38.28430536113778, 4.069636979470596
25.500000000000092, 38.34982306685697, 4.221497192794895
25.600000000000094, 38.403550470168256, 4.379546728941695
25.700000000000095, 38.44495561136943, 4.543946176155862
25.800000000000097, 38.473503990520726, 4.7148470796614115
25.900000000000098, 38.48866096017282, 4.892389936541971
26.0000000000001, 38.489894391696026, 5.0767020258158775
26.1000000000001, 38.47667762118107, 5.267895077040228
26.200000000000102, 38.448492677300294, 5.466062784202112
26.300000000000104, 38.404833789246894, 5.671278175581815
26.400000000000105, 38.34521116789103, 5.8835908546949
26.500000000000107, 38.26915504760273, 6.103024132311652
26.600000000000108, 38.17621996981823, 6.329572074863476
26.70000000000011, 38.06598928242423, 6.5631965002008394
26.80000000000011, 37.93807982148809, 6.8038239575602
26.900000000000112, 37.79214673390116, 7.051342734590487
27.000000000000114, 37.62788839129141, 7.305599940212557
27.100000000000115, 37.44505133730895, 7.566398717734048
27.200000000000117, 37.243435202345644, 7.8334956477838595
27.300000000000118, 37.02289751220298, 8.10659840500593
27.40000000000012, 36.78335831049473, 8.385363735783285
27.50000000000012, 36.52480450900117, 8.669395826264754
27.600000000000122, 36.24729387614006, 8.958245130355762
27.700000000000124, 35.95095857153012, 9.251407725848557
27.800000000000125, 35.6360081346272, 9.548325263278779
27.900000000000126, 35.30273183789337, 9.848385566230851
28.000000000000128, 34.95150032013673, 10.150923933573432
28.10000000000013, 34.582766423670236, 10.455225183475283
28.20000000000013, 34.197065169812916, 10.760526466121958
28.300000000000132, 33.795012820911, 11.066020857029015
28.400000000000134, 33.37730499326991, 11.370861726048735
28.500000000000135, 32.944713803813606, 11.67416785903213
28.600000000000136, 32.498084053443286, 11.975029290178274
28.700000000000138, 32.038328471358696, 12.27251378400873
28.80000000000014, 31.56642206633978, 12.565673887338226
28.90000000000014, 31.08339565240755, 12.853554454296237
29.000000000000142, 30.590328636602827, 13.135200532103806
29.100000000000144, 30.08834117506298, 13.409665482595843
29.200000000000145, 29.578585819413934, 13.676019204987487
29.300000000000146, 29.062238788094344, 13.933356319578248
29.400000000000148, 28.54049100608756, 14.180804170285022
29.50000000000015, 28.014539061308383, 14.4175305062368
29.60000000000015, 27.485576226408966, 14.64275070911075
29.700000000000152, 26.954783691050103, 14.8557344432181
29.800000000000153, 26.423322141935916, 15.055811619165867
29.900000000000155, 25.892323816504476, 15.242377578685137
30.000000000000156, 25.362885141625085, 15.414897427268516
30.100000000000158, 24.836060051609063, 15.572909461859908
30.20000000000016, 24.312854061003605, 15.716027662210742
30.30000000000016, 23.794219147755797, 15.843943235882406
30.400000000000162, 23.281049482145654, 15.95642522750205
30.500000000000163, 22.77417801709709, 16.053320222109058
30.600000000000165, 22.274373936711967, 16.13455118970781
30.700000000000166, 21.782340942670594, 16.200115533034353
30.800000000000168, 21.2987163429219, 16.250082412749414
30.90000000000017, 20.824070894151145, 16.28458943361801
31.00000000000017, 20.358909339040235, 16.30383878168822
31.100000000000172, 19.903671571391634, 16.30809290611165
31.200000000000173, 19.458734356731384, 16.297669840231375
31.300000000000175, 19.024413532913133, 16.272938255151065
31.400000000000176, 18.600966614315443, 16.234312335502814
31.500000000000178, 18.18859572420961, 16.182246561895873
31.60000000000018, 17.787450782492726, 16.11723047791831
31.70000000000018, 17.397632879931248, 16.039783511937774
31.800000000000182, 17.019197775045527, 15.95044991565307
31.900000000000183, 16.65215945549612, 15.849793872701184
32.000000000000185, 16.296493712041684, 15.738394821907079
32.100000000000186, 15.952141679586019, 15.616843031217204
32.20000000000019, 15.61901330631173, 15.485735450178645
32.30000000000019, 15.2969907182367, 15.345671861169711
32.40000000000019, 14.985931452588929, 15.197251342566645
32.50000000000019, 14.685671539069897, 15.04106905072063
32.60000000000019, 14.396028413291202, 14.87771332206046
32.700000000000195, 14.116803651376463, 14.707763091841803
32.800000000000196, 13.847785518895579, 14.53178562202244
32.9000000000002, 13.588751330937113, 14.350334527424101
33.0000000000002, 13.339469623237745, 14.16394808670098
33.1000000000002, 13.099702136898879, 13.973147822617996
33.2000000000002, 12.86920562136161, 13.778437334687828
33.3000000000002, 12.647733462021266, 13.580301366260137
33.400000000000205, 12.43503714018291, 13.379205087634961
33.500000000000206, 12.230867534033509, 13.175593576621218
33.60000000000021, 12.03497606997846, 12.969891478120806
33.70000000000021, 11.84711573410158, 12.762502824732097
33.80000000000021, 11.667041953698966, 12.55381100098275
33.90000000000021, 11.494513358845078, 12.344178834574105
34.00000000000021, 11.329292433807707, 12.133948798907136
34.100000000000215, 11.17114606786816, 11.923443312127699
34.200000000000216, 11.019846014749737, 11.712965118945782
