Time, ../model.aircraft.z, ../model.aircraft.theta
1.1200000000000008, -0.13179547070763584, 0.16987311210666076
1.1300000000000008, -0.1317954394377318, 0.1698731172732818
1.1400000000000008, -0.1317954078061077, 0.16987311868036398
1.1500000000000008, -0.13179537578921552, 0.1698731166432421
1.1600000000000008, -0.13179534336528825, 0.16987311154550266
1.1700000000000008, -0.1317953105178357, 0.16987310382191778
1.1800000000000008, -0.13179527723853507, 0.16987309394148445
1.1900000000000008, -0.13179524352948957, 0.1698730823910397
1.2000000000000008, -0.1317952094048486, 0.16987306965986254
1.2100000000000009, -0.13179517489180223, 0.16987305622560853
1.2200000000000009, -0.1317951400309798, 0.16987304254185395
1.2300000000000009, -0.13179510487629642, 0.1698730290274553
1.2400000000000009, -0.13179506949430342, 0.16987301605786007
1.2500000000000009, -0.1317950339631081, 0.1698730039584372
1.260000000000001, -0.13179499837093425, 0.16987299299983216
1.270000000000001, -0.13179496281439904, 0.16987298339529364
1.280000000000001, -0.13179492739658336, 0.16987297529986853
1.290000000000001, -0.1317948922249714, 0.1698729688113176
1.300000000000001, -0.13179485740933256, 0.1698729639725697
1.310000000000001, -0.1317948230596136, 0.16987296077550465
1.320000000000001, -0.13179478928390312, 0.1698729591658374
1.330000000000001, -0.13179475618652217, 0.1698729590488646
1.340000000000001, -0.13179472386628727, 0.16987296029583276
1.350000000000001, -0.13179469241498246, 0.16987296275069108
1.360000000000001, -0.1317946619160682, 0.1698729662370028
1.370000000000001, -0.13179463244364573, 0.16987297056480524
1.380000000000001, -0.1317946040616865, 0.16987297553722888
1.390000000000001, -0.13179457682352813, 0.16987298095671002
1.400000000000001, -0.13179455077163071, 0.1698729866306584
1.410000000000001, -0.1317945259375802, 0.16987299237646847
1.420000000000001, -0.13179450234232037, 0.16987299802579284
1.430000000000001, -0.13179447999658964, 0.16987300342802333
1.440000000000001, -0.13179445890153543, 0.16987300845295372
1.450000000000001, -0.1317944390494765, 0.16987301299262292
1.460000000000001, -0.13179442042478168, 0.16987301696236104
1.470000000000001, -0.1317944030048337, 0.1698730203010812
1.480000000000001, -0.13179438676104618, 0.16987302297087742
1.490000000000001, -0.1317943716599043, 0.16987302495600295
1.500000000000001, -0.13179435766400063, 0.16987302626131437
1.5100000000000011, -0.1317943447330414, 0.169873026910274
1.5200000000000011, -0.13179433282480008, 0.1698730269426074
1.5300000000000011, -0.131794321896, 0.16987302641171326
1.5400000000000011, -0.13179431190311067, 0.16987302538192203
1.5500000000000012, -0.1317943028030461, 0.16987302392569395
1.5600000000000012, -0.13179429455375763, 0.1698730221208417
1.5700000000000012, -0.13179428711471708, 0.16987302004785404
1.5800000000000012, -0.13179428044728933, 0.16987301778738637
1.5900000000000012, -0.1317942745149969, 0.16987301541797495
1.6000000000000012, -0.13179426928368138, 0.16987301301401825
1.6100000000000012, -0.13179426472156947, 0.1698730106440588
1.6200000000000012, -0.13179426079925266, 0.16987300836938646
1.6300000000000012, -0.13179425748959173, 0.1698730062429737
1.6400000000000012, -0.13179425476755777, 0.16987300430874253
1.6500000000000012, -0.1317942526100223, 0.16987300260115398
1.6600000000000013, -0.13179425099550926, 0.16987300114510198
1.6700000000000013, -0.13179424990392127, 0.16987299995608734
1.6800000000000013, -0.13179424931625228, 0.16987299904064132
1.6900000000000013, -0.13179424921429786, 0.16987299839696388
1.7000000000000013, -0.1317942495803731, 0.1698729980157395
1.7100000000000013, -0.13179425039704729, 0.16987299788109078
1.7200000000000013, -0.13179425164690256, 0.16987299797163083
1.7300000000000013, -0.13179425331232303, 0.16987299826157526
1.7400000000000013, -0.13179425537531853, 0.16987299872187722
1.7500000000000013, -0.13179425781738618, 0.16987299932135108
1.7600000000000013, -0.1317942606194117, 0.16987300002775402
1.7700000000000014, -0.13179426376161016, 0.16987300080879894
1.7800000000000014, -0.13179426722350557, 0.16987300163307606
1.7900000000000014, -0.13179427098394733, 0.16987300247086545
1.8000000000000014, -0.13179427502116026, 0.16987300329482768
1.8100000000000014, -0.13179427931282453, 0.16987300408056388
1.8200000000000014, -0.13179428383618122, 0.16987300480704132
1.8300000000000014, -0.1317942885681587, 0.16987300545688483
1.8400000000000014, -0.13179429348551483, 0.1698730060165378
1.8500000000000014, -0.13179429856498995, 0.16987300647630027
1.8600000000000014, -0.1317943037834657, 0.16987300683025422
1.8700000000000014, -0.13179430911812484, 0.16987300707608824
1.8800000000000014, -0.13179431454660773, 0.16987300721483595
1.8900000000000015, -0.13179432004716157, 0.16987300725054327
1.9000000000000015, -0.13179432559877877, 0.1698730071898805
1.9100000000000015, -0.13179433118132156, 0.16987300704171515
1.9200000000000015, -0.13179433677563085, 0.16987300681666137
1.9300000000000015, -0.1317943423636171, 0.1698730065266206
1.9400000000000015, -0.13179434792833264, 0.16987300618432744
1.9500000000000015, -0.13179435345402465, 0.16987300580291304
1.9600000000000015, -0.1317943589261689, 0.16987300539549688
1.9700000000000015, -0.13179436433148486, 0.16987300497481578
1.9800000000000015, -0.13179436965793326, 0.16987300455289733
1.9900000000000015, -0.131794374894697, 0.16987300414078305
2.0000000000000013, -0.13179438003214788, 0.1698730037483043
2.010000000000001, -0.13179438506180027, 0.16987300338391295
2.020000000000001, -0.13179438997625428, 0.16987300305456615
2.0300000000000007, -0.1317943947691304, 0.1698730027656639
2.0400000000000005, -0.13179439943499788, 0.16987300252103624
2.0500000000000003, -0.1317944039692988, 0.16987300232297592
2.06, -0.13179440836827022, 0.1698730021723116
2.07, -0.13179441262886582, 0.16987300206851563
2.0799999999999996, -0.13179441674867937, 0.16987300200984043
2.0899999999999994, -0.131794420725871, 0.16987300199347696
2.099999999999999, -0.1317944245590978, 0.1698730020157287
2.109999999999999, -0.13179442824744989, 0.16987300207219494
2.1199999999999988, -0.13179443179039244, 0.16987300215795728
2.1299999999999986, -0.13179443518771453, 0.16987300226776378
2.1399999999999983, -0.13179443843948482, 0.16987300239620576
2.149999999999998, -0.13179444154601436, 0.16987300253788307
2.159999999999998, -0.13179444450782626, 0.16987300268755395
2.1699999999999977, -0.13179444732563197, 0.16987300284026682
2.1799999999999975, -0.13179445000031365, 0.16987300299147196
2.1899999999999973, -0.13179445253291214, 0.1698730031371115
2.199999999999997, -0.1317944549246197, 0.1698730032736876
2.209999999999997, -0.13179445717677682, 0.16987300339830827
2.2199999999999966, -0.1317944592908724, 0.16987300350871223
2.2299999999999964, -0.13179446126854638, 0.16987300360327348
2.239999999999996, -0.13179446311159385, 0.16987300368098757
2.249999999999996, -0.1317944648219704, 0.16987300374144154
2.259999999999996, -0.13179446640179754, 0.16987300378477008
2.2699999999999956, -0.13179446785336751, 0.1698730038115999
2.2799999999999954, -0.13179446917914744, 0.1698730038229856
2.289999999999995, -0.13179447038178185, 0.16987300382033907
2.299999999999995, -0.13179447146409337, 0.1698730038053555
2.3099999999999947, -0.1317944724290814, 0.16987300377993783
2.3199999999999945, -0.13179447327991853, 0.16987300374612255
2.3299999999999943, -0.13179447401994457, 0.16987300370600836
2.339999999999994, -0.13179447465265834, 0.16987300366168964
2.349999999999994, -0.1317944751817072, 0.16987300361519622
2.3599999999999937, -0.13179447561087443, 0.1698730035684404
2.3699999999999934, -0.13179447594406482, 0.16987300352317222
2.3799999999999932, -0.13179447618528872, 0.16987300348094345
2.389999999999993, -0.13179447633864463, 0.16987300344308057
2.399999999999993, -0.131794476408301, 0.16987300341066655
2.4099999999999926, -0.13179447639847727, 0.1698730033845313
2.4199999999999924, -0.13179447631342475, 0.1698730033652501
2.429999999999992, -0.13179447615740744, 0.1698730033531497
2.439999999999992, -0.1317944759346832, 0.1698730033483206
2.4499999999999917, -0.13179447564948563, 0.16987300335063515
2.4599999999999915, -0.13179447530600688, 0.16987300335977035
2.4699999999999913, -0.13179447490838148, 0.1698730033752338
2.479999999999991, -0.13179447446067155, 0.16987300339639255
2.489999999999991, -0.1317944739668535, 0.16987300342250297
2.4999999999999907, -0.13179447343080633, 0.16987300345274145
2.5099999999999905, -0.1317944728563013, 0.1698730034862343
2.5199999999999902, -0.13179447224699364, 0.16987300352208662
2.52999999999999, -0.13179447160641558, 0.16987300355940912
2.53999999999999, -0.13179447093797114, 0.1698730035973423
2.5499999999999896, -0.13179447024493232, 0.1698730036350778
2.5599999999999894, -0.1317944695304368, 0.16987300367187622
2.569999999999989, -0.13179446879748685, 0.16987300370708164
2.579999999999989, -0.13179446804894943, 0.16987300374013223
2.5899999999999888, -0.13179446728755725, 0.16987300377056747
2.5999999999999885, -0.13179446651591076, 0.1698730037980318
2.6099999999999883, -0.13179446573648076, 0.16987300382227508
2.619999999999988, -0.1317944649516116, 0.16987300384314988
2.629999999999988, -0.1317944641635247, 0.16987300386060636
2.6399999999999877, -0.13179446337432246, 0.1698730038746848
2.6499999999999875, -0.13179446258599223, 0.16987300388550622
2.6599999999999873, -0.1317944618004103, 0.16987300389326165
2.669999999999987, -0.13179446101934583, 0.1698730038982005
2.679999999999987, -0.13179446024446476, 0.16987300390061824
2.6899999999999866, -0.13179445947733326, 0.16987300390084392
2.6999999999999864, -0.13179445871942125, 0.16987300389922802
2.709999999999986, -0.1317944579721054, 0.1698730038961307
2.719999999999986, -0.13179445723667194, 0.1698730038919109
2.7299999999999858, -0.1317944565143192, 0.16987300388691653
2.7399999999999856, -0.1317944558061599, 0.1698730038814758
2.7499999999999853, -0.13179445511322296, 0.16987300387588997
2.759999999999985, -0.1317944544364555, 0.16987300387042745
2.769999999999985, -0.13179445377672422, 0.16987300386531956
2.7799999999999847, -0.131794453134817, 0.16987300386075754
2.7899999999999845, -0.1317944525114441, 0.16987300385689105
2.7999999999999843, -0.13179445190723948, 0.16987300385382798
2.809999999999984, -0.13179445132276218, 0.16987300385163556
2.819999999999984, -0.1317944507584974, 0.16987300385034237
2.8299999999999836, -0.13179445021485808, 0.16987300384994136
2.8399999999999834, -0.13179444969218618, 0.16987300385039358
2.849999999999983, -0.13179444919075436, 0.16987300385163254
2.859999999999983, -0.13179444871076776, 0.16987300385356882
2.869999999999983, -0.1317944482523658, 0.16987300385609505
2.8799999999999826, -0.13179444781562435, 0.16987300385909085
2.8899999999999824, -0.13179444740055798, 0.16987300386242776
2.899999999999982, -0.1317944470071223, 0.1698730038659739
2.909999999999982, -0.13179444663521675, 0.16987300386959825
2.9199999999999817, -0.13179444628468717, 0.1698730038731747
2.9299999999999815, -0.13179444595532885, 0.16987300387658533
2.9399999999999813, -0.13179444564688955, 0.16987300387972343
2.949999999999981, -0.1317944453590725, 0.1698730038824957
2.959999999999981, -0.13179444509153979, 0.169873003884824
2.9699999999999807, -0.1317944448439154, 0.16987300388664636
2.9799999999999804, -0.13179444461578865, 0.1698730038879177
2.9899999999999802, -0.13179444440671734, 0.16987300388860968
2.99999999999998, -0.131794444216231, 0.16987300388871035
3.00999999999998, -0.13179444404383406, 0.16987300388822316
3.0199999999999796, -0.13179444388900893, 0.16987300388716578
3.0299999999999794, -0.131794443751219, 0.1698730038855685
3.039999999999979, -0.13179444362991138, 0.16987300388347248
3.049999999999979, -0.13179444352451986, 0.1698730038809278
3.0599999999999787, -0.1317944434344673, 0.16987300387799142
3.0699999999999785, -0.13179444335916818, 0.16987300387472526
3.0799999999999783, -0.1317944432980308, 0.16987300387119403
3.089999999999978, -0.1317944432504595, 0.16987300386746348
3.099999999999978, -0.13179444321585648, 0.16987300386359858
3.1099999999999777, -0.13179444319362374, 0.1698730038596619
3.1199999999999775, -0.13179444318316466, 0.1698730038557122
3.1299999999999772, -0.1317944431838855, 0.16987300385180334
3.139999999999977, -0.1317944431951968, 0.16987300384798332
3.149999999999977, -0.1317944432165145, 0.1698730038442936
3.1599999999999766, -0.13179444324726125, 0.16987300384076864
3.1699999999999764, -0.13179444328686718, 0.16987300383743567
3.179999999999976, -0.13179444333477097, 0.16987300383431475
3.189999999999976, -0.13179444339042057, 0.1698730038314189
3.1999999999999758, -0.13179444345327393, 0.16987300382875453
3.2099999999999755, -0.13179444352279965, 0.1698730038263219
3.2199999999999753, -0.13179444359847764, 0.16987300382411577
3.229999999999975, -0.13179444367979956, 0.16987300382212617
3.239999999999975, -0.13179444376626936, 0.16987300382033912
3.2499999999999747, -0.1317944438574037, 0.16987300381873752
3.2599999999999745, -0.13179444395273235, 0.1698730038173019
3.2699999999999743, -0.13179444405179863, 0.16987300381601125
3.279999999999974, -0.1317944441541597, 0.16987300381484394
3.289999999999974, -0.13179444425938683, 0.16987300381377818
3.2999999999999736, -0.13179444436706575, 0.1698730038127929
3.3099999999999734, -0.1317944444767969, 0.1698730038118682
3.319999999999973, -0.13179444458819564, 0.16987300381098586
3.329999999999973, -0.13179444470089247, 0.1698730038101297
3.3399999999999728, -0.13179444481453317, 0.1698730038092859
3.3499999999999726, -0.13179444492877904, 0.16987300380844314
3.3599999999999723, -0.13179444504330684, 0.1698730038075927
3.369999999999972, -0.13179444515780903, 0.16987300380672854
3.379999999999972, -0.1317944452719937, 0.1698730038058471
3.3899999999999717, -0.13179444538558466, 0.1698730038049473
3.3999999999999715, -0.13179444549832137, 0.1698730038040302
3.4099999999999713, -0.13179444560995882, 0.16987300380309886
3.419999999999971, -0.13179444572026752, 0.169873003802158
3.429999999999971, -0.13179444582903332, 0.1698730038012137
3.4399999999999706, -0.1317944459360572, 0.16987300380027312
3.4499999999999704, -0.131794446041155, 0.1698730037993441
3.45999999999997, -0.13179444614415733, 0.16987300379843492
3.46999999999997, -0.13179444624490916, 0.16987300379755393
3.47999999999997, -0.1317944463432695, 0.1698730037967093
3.4899999999999696, -0.1317944464391111, 0.16987300379590878
3.4999999999999694, -0.13179444653232003, 0.16987300379515946
3.509999999999969, -0.13179444662279532, 0.16987300379446765
3.519999999999969, -0.13179444671044857, 0.16987300379383863
3.5299999999999687, -0.13179444679520338, 0.1698730037932766
3.5399999999999685, -0.13179444687699504, 0.1698730037927847
3.5499999999999683, -0.13179444695577, 0.16987300379236484
3.559999999999968, -0.1317944470314854, 0.16987300379201778
3.569999999999968, -0.13179444710410862, 0.16987300379174317
3.5799999999999677, -0.13179444717361677, 0.16987300379153963
3.5899999999999674, -0.13179444723999617, 0.1698730037914048
3.5999999999999672, -0.13179444730324194, 0.1698730037913355
3.609999999999967, -0.1317944473633575, 0.16987300379132775
3.619999999999967, -0.13179444742035407, 0.1698730037913771
3.6299999999999666, -0.13179444747425023, 0.16987300379147854
3.6399999999999664, -0.13179444752507144, 0.1698730037916268
3.649999999999966, -0.1317944475728496, 0.16987300379181638
3.659999999999966, -0.13179444761762268, 0.16987300379204182
3.6699999999999657, -0.13179444765943416, 0.1698730037922976
3.6799999999999655, -0.13179444769833268, 0.16987300379257853
3.6899999999999653, -0.13179444773437174, 0.16987300379287953
3.699999999999965, -0.13179444776760912, 0.16987300379319598
3.709999999999965, -0.1317944477981067, 0.1698730037935236
3.7199999999999647, -0.13179444782592992, 0.1698730037938586
3.7299999999999645, -0.13179444785114755, 0.1698730037941977
3.7399999999999642, -0.13179444787383132, 0.16987300379453807
3.749999999999964, -0.1317944478940556, 0.16987300379487735
3.759999999999964, -0.131794447911897, 0.16987300379521375
3.7699999999999636, -0.13179444792743425, 0.16987300379554587
3.7799999999999634, -0.1317944479407477, 0.16987300379587278
3.789999999999963, -0.1317944479519192, 0.1698730037961939
3.799999999999963, -0.1317944479610317, 0.16987300379650902
3.8099999999999627, -0.13179444796816916, 0.16987300379681816
3.8199999999999625, -0.13179444797341613, 0.16987300379712164
3.8299999999999623, -0.13179444797685758, 0.16987300379741993
3.839999999999962, -0.13179444797857864, 0.16987300379771358
3.849999999999962, -0.1317944479786645, 0.16987300379800327
3.8599999999999617, -0.13179444797720002, 0.1698730037982897
3.8699999999999615, -0.1317944479742697, 0.16987300379857354
3.8799999999999613, -0.13179444796995737, 0.16987300379885537
3.889999999999961, -0.13179444796434603, 0.16987300379913575
3.899999999999961, -0.13179444795751774, 0.1698730037994151
3.9099999999999606, -0.1317944479495534, 0.16987300379969375
3.9199999999999604, -0.1317944479405326, 0.1698730037999718
3.92999999999996, -0.13179444793053358, 0.16987300380024933
3.93999999999996, -0.13179444791963296, 0.1698730038005262
3.9499999999999598, -0.1317944479079057, 0.1698730038008021
3.9599999999999596, -0.131794447895425, 0.16987300380107673
3.9699999999999593, -0.1317944478822621, 0.1698730038013495
3.979999999999959, -0.13179444786848638, 0.16987300380161985
3.989999999999959, -0.13179444785416508, 0.16987300380188708
3.9999999999999587, -0.13179444783936337, 0.16987300380215045
4.009999999999959, -0.1317944478241442, 0.1698730038024092
4.019999999999959, -0.13179444780856836, 0.1698730038026625
4.0299999999999585, -0.13179444779269428, 0.16987300380290957
4.039999999999958, -0.13179444777657812, 0.16987300380314962
4.049999999999958, -0.13179444776027371, 0.1698730038033819
4.059999999999958, -0.13179444774383253, 0.16987300380360576
4.069999999999958, -0.13179444772730373, 0.16987300380382056
4.079999999999957, -0.13179444771073404, 0.16987300380402576
4.089999999999957, -0.13179444769416787, 0.1698730038042209
4.099999999999957, -0.13179444767764728, 0.16987300380440565
4.109999999999957, -0.131794447661212, 0.16987300380457973
4.119999999999957, -0.13179444764489948, 0.169873003804743
4.129999999999956, -0.13179444762874482, 0.16987300380489534
4.139999999999956, -0.13179444761278092, 0.16987300380503678
4.149999999999956, -0.13179444759703846, 0.16987300380516746
4.159999999999956, -0.13179444758154593, 0.1698730038052875
4.1699999999999555, -0.13179444756632974, 0.1698730038053972
4.179999999999955, -0.13179444755141415, 0.16987300380549686
4.189999999999955, -0.1317944475368214, 0.16987300380558684
4.199999999999955, -0.1317944475225718, 0.16987300380566756
4.209999999999955, -0.13179444750868366, 0.16987300380573941
4.2199999999999545, -0.13179444749517344, 0.1698730038058029
4.229999999999954, -0.13179444748205582, 0.16987300380585846
4.239999999999954, -0.13179444746934366, 0.16987300380590659
4.249999999999954, -0.13179444745704813, 0.16987300380594772
4.259999999999954, -0.13179444744517882, 0.16987300380598236
4.269999999999953, -0.1317944474337437, 0.16987300380601092
4.279999999999953, -0.13179444742274918, 0.16987300380603382
4.289999999999953, -0.1317944474122003, 0.16987300380605144
4.299999999999953, -0.1317944474021007, 0.16987300380606415
4.3099999999999525, -0.1317944473924526, 0.16987300380607231
4.319999999999952, -0.13179444738325707, 0.1698730038060762
4.329999999999952, -0.13179444737451393, 0.16987300380607612
4.339999999999952, -0.13179444736622184, 0.1698730038060723
4.349999999999952, -0.13179444735837842, 0.16987300380606496
4.3599999999999515, -0.13179444735098025, 0.1698730038060543
4.369999999999951, -0.13179444734402296, 0.16987300380604053
4.379999999999951, -0.13179444733750126, 0.1698730038060238
4.389999999999951, -0.13179444733140908, 0.16987300380600423
4.399999999999951, -0.13179444732573953, 0.16987300380598197
4.40999999999995, -0.131794447320485, 0.16987300380595713
4.41999999999995, -0.13179444731563728, 0.16987300380592985
4.42999999999995, -0.13179444731118745, 0.16987300380590023
4.43999999999995, -0.13179444730712608, 0.1698730038058684
4.4499999999999496, -0.13179444730344328, 0.16987300380583448
4.459999999999949, -0.13179444730012868, 0.16987300380579856
4.469999999999949, -0.1317944472971715, 0.1698730038057608
4.479999999999949, -0.13179444729456058, 0.16987300380572135
4.489999999999949, -0.13179444729228454, 0.16987300380568027
4.4999999999999485, -0.13179444729033166, 0.16987300380563775
4.509999999999948, -0.13179444728869005, 0.16987300380559395
4.519999999999948, -0.13179444728734763, 0.169873003805549
4.529999999999948, -0.13179444728629217, 0.16987300380550308
4.539999999999948, -0.13179444728551137, 0.16987300380545634
4.549999999999947, -0.1317944472849929, 0.16987300380540893
4.559999999999947, -0.13179444728472434, 0.16987300380536102
4.569999999999947, -0.13179444728469333, 0.16987300380531278
4.579999999999947, -0.13179444728488754, 0.16987300380526438
4.589999999999947, -0.13179444728529469, 0.16987300380521594
4.599999999999946, -0.1317944472859026, 0.16987300380516765
4.609999999999946, -0.13179444728669923, 0.16987300380511966
4.619999999999946, -0.1317944472876727, 0.1698730038050721
4.629999999999946, -0.1317944472888113, 0.16987300380502507
4.6399999999999455, -0.13179444729010348, 0.16987300380497874
4.649999999999945, -0.13179444729153791, 0.16987300380493323
4.659999999999945, -0.13179444729310355, 0.1698730038048886
4.669999999999945, -0.1317944472947895, 0.16987300380484496
4.679999999999945, -0.13179444729658524, 0.16987300380480239
4.689999999999944, -0.13179444729848042, 0.16987300380476097
4.699999999999944, -0.131794447300465, 0.16987300380472076
4.709999999999944, -0.1317944473025293, 0.1698730038046818
4.719999999999944, -0.13179444730466386, 0.16987300380464412
4.729999999999944, -0.1317944473068596, 0.16987300380460776
4.739999999999943, -0.13179444730910775, 0.16987300380457276
4.749999999999943, -0.1317944473113998, 0.16987300380453912
4.759999999999943, -0.13179444731372766, 0.16987300380450687
4.769999999999943, -0.1317944473160835, 0.16987300380447598
4.7799999999999425, -0.13179444731845988, 0.16987300380444645
4.789999999999942, -0.13179444732084966, 0.16987300380441828
4.799999999999942, -0.13179444732324608, 0.16987300380439146
4.809999999999942, -0.13179444732564266, 0.16987300380436599
4.819999999999942, -0.1317944473280333, 0.1698730038043418
4.8299999999999415, -0.1317944473304122, 0.16987300380431894
4.839999999999941, -0.13179444733277393, 0.16987300380429735
4.849999999999941, -0.13179444733511336, 0.169873003804277
4.859999999999941, -0.1317944473374257, 0.16987300380425788
4.869999999999941, -0.13179444733970647, 0.16987300380423997
4.87999999999994, -0.1317944473419515, 0.16987300380422324
4.88999999999994, -0.13179444734415693, 0.16987300380420767
