Time, position
0, 0
0.01, 0.0004891435208333335
0.02, 0.0019528321488367357
0.03, 0.0043847454063866646
0.04, 0.007777628611771489
0.05, 0.012123304774525692
0.060000000000000005, 0.017412687351365988
0.07, 0.023635793845714057
0.08, 0.03078176023303403
0.09, 0.03883885619347781
0.09999999999999999, 0.04779450113261842
0.10999999999999999, 0.05763528097036139
0.11999999999999998, 0.06834696567745717
0.12999999999999998, 0.0799145275383947
0.13999999999999999, 0.09232216011883748
0.15, 0.10555329791516965
0.16, 0.11959063666315126
0.17, 0.13441615428213904
0.18000000000000002, 0.15001113243081263
0.19000000000000003, 0.16635617864985622
0.20000000000000004, 0.18343124906658254
0.21000000000000005, 0.20121567163605047
0.22000000000000006, 0.21968816989281942
0.23000000000000007, 0.23882688718710282
0.24000000000000007, 0.25860941137873156
0.25000000000000006, 0.27901279996201356
0.26000000000000006, 0.30001360559428014
0.2700000000000001, 0.32158790200064347
0.2800000000000001, 0.3437113102272503
0.2900000000000001, 0.36635902521510905
0.3000000000000001, 0.3895058426663849
0.3100000000000001, 0.4131261861749084
0.3200000000000001, 0.437194134592519
0.3300000000000001, 0.4616834496027704
0.34000000000000014, 0.4865676034734628
0.35000000000000014, 0.5118198069594275
0.36000000000000015, 0.5374130373269846
0.37000000000000016, 0.5633200664715146
0.38000000000000017, 0.5895134890996336
0.3900000000000002, 0.6159657509475426
0.4000000000000002, 0.6426491770072216
0.4100000000000002, 0.6695359997322793
0.4200000000000002, 0.6965983871954243
0.4300000000000002, 0.723808471169716
0.4400000000000002, 0.7511383751059647
0.45000000000000023, 0.7785602419788955
0.46000000000000024, 0.8060462619749552
0.47000000000000025, 0.8335686999949353
0.48000000000000026, 0.8610999229449037
0.49000000000000027, 0.8886124267892801
0.5000000000000002, 0.9160788633402583
0.5100000000000002, 0.9434720667581696
0.5200000000000002, 0.9707650797377971
0.5300000000000002, 0.9979311793560889
0.5400000000000003, 1.0249439025571776
0.5500000000000003, 1.0517770712510954
0.5600000000000003, 1.0784048170030784
0.5700000000000003, 1.1048016052908751
0.5800000000000003, 1.1309422593080203
0.5900000000000003, 1.1568019832915968
0.6000000000000003, 1.1823563853535872
0.6100000000000003, 1.2075814997955223
0.6200000000000003, 1.2324538088867427
0.6300000000000003, 1.2569502640872297
0.6400000000000003, 1.281048306696605
0.6500000000000004, 1.304725887911568
0.6600000000000004, 1.3279614882747133
0.6700000000000004, 1.3507341364983665
0.6800000000000004, 1.373023427647779
0.6900000000000004, 1.394809540668743
0.7000000000000004, 1.4160732552454105
0.7100000000000004, 1.436795967974846
0.7200000000000004, 1.4569597078455856
0.7300000000000004, 1.4765471510082362
0.7400000000000004, 1.4955416348269128
0.7500000000000004, 1.513927171201086
0.7600000000000005, 1.5316884591481905
0.7700000000000005, 1.5488108966381318
0.7800000000000005, 1.565280591671618
0.7900000000000005, 1.581084372595039
0.8000000000000005, 1.5962097976454115
0.8100000000000005, 1.6106451637197103
0.8200000000000005, 1.624379514363708
0.8300000000000005, 1.6374026469762462
0.8400000000000005, 1.6497051192256662
0.8500000000000005, 1.6612782546759304
0.8600000000000005, 1.672114147620761
0.8700000000000006, 1.6822056671249273
0.8800000000000006, 1.6915464602726034
0.8900000000000006, 1.700130954623513
0.9000000000000006, 1.7079543598783604
0.9100000000000006, 1.715012668755831
0.9200000000000006, 1.7213026570842194
0.9300000000000006, 1.7268218831115116
0.9400000000000006, 1.7315686860385051
0.9500000000000006, 1.7355421837803062
0.9600000000000006, 1.7387422699622872
0.9700000000000006, 1.7411696101573149
0.9800000000000006, 1.7428256373717907
0.9900000000000007, 1.7437125467887495
1.0000000000000007, 1.7438332897769657
1.0100000000000007, 1.7431915671757041
1.0200000000000007, 1.741791821865426
1.0300000000000007, 1.7396392306354205
1.0400000000000007, 1.736739695359981
1.0500000000000007, 1.733099833495375
1.0600000000000007, 1.7287269679104749
1.0700000000000007, 1.7236291160645132
1.0800000000000007, 1.7178149785460184
1.0900000000000007, 1.711293926987542
1.1000000000000008, 1.7040759913713504
1.1100000000000008, 1.696171846741776
1.1200000000000008, 1.6875927993404436
1.1300000000000008, 1.6783507721810784
1.1400000000000008, 1.6684582900810772
1.1500000000000008, 1.6579284641674836
1.1600000000000008, 1.646774975875444
1.1700000000000008, 1.635012060457632
1.1800000000000008, 1.6226544900235322
1.1900000000000008, 1.609717556127844
1.2000000000000008, 1.5962170519276186
1.2100000000000009, 1.5821692539280805
1.2200000000000009, 1.5675909033373898
1.2300000000000009, 1.5524991870508944
1.2400000000000009, 1.5369117182856846
1.2500000000000009, 1.520846516886512
1.260000000000001, 1.5043219893243531
1.270000000000001, 1.4873569084091027
1.280000000000001, 1.4699703927380552
1.290000000000001, 1.4521818859019922
1.300000000000001, 1.4340111354708243
1.310000000000001, 1.4154781717808478
1.320000000000001, 1.396603286545763
1.330000000000001, 1.3774070113136667
1.340000000000001, 1.3579100957922765
