Time, Population(0), Population(1), Population(2)
0, 25, 2, 4
0.1, 24.950255710723198, 1.987921732617748, 4.00370921828549
0.2, 24.901045498037774, 1.975693873571879, 4.006833984297784
0.30000000000000004, 24.852402914079754, 1.9633268572650184, 4.00937050262823
0.4, 24.80436091551348, 1.9508311286045725, 4.011315698568762
0.5, 24.756951839270844, 1.9382171237279642, 4.012667220879385
0.6, 24.71020737985038, 1.9254952512770638, 4.013423442636461
0.7, 24.664158568189148, 1.9126758742767151, 4.013583460180301
0.7999999999999999, 24.618835752114602, 1.8997692926674965, 4.013147090189402
0.8999999999999999, 24.57426857837826, 1.8867857265379906, 4.012114864917311
0.9999999999999999, 24.530485976267247, 1.8737353000968415, 4.010488025636063
1.0999999999999999, 24.487516142784823, 1.8606280264198618, 4.008268514337989
1.2, 24.445386529385747, 1.8474737930023808, 4.005458963754771
1.3, 24.404123830247688, 1.8342823481420152, 4.002062685759351
1.4000000000000001, 24.363753972055285, 1.8210632881720723, 3.9980836582223604
1.5000000000000002, 24.32430210526907, 1.8078260455609307, 3.9935265104002715
1.6000000000000003, 24.28579259684761, 1.7945798778879967, 3.988396506937321
1.7000000000000004, 24.24824902438734, 1.781333857702255, 3.9826995305675634
1.8000000000000005, 24.21169417164128, 1.7680968632650327, 3.976442063606994
1.9000000000000006, 24.17615002537449, 1.7548775701743928, 3.969631168328685
2.0000000000000004, 24.141637773511448, 1.7416844438646137, 3.9622744663162073
2.1000000000000005, 24.108177804527973, 1.7285257329704697, 3.9543801168923434
2.2000000000000006, 24.075789708037956, 1.715409463542577, 3.9459567947211616
2.3000000000000007, 24.04449227652344, 1.702343434096837, 3.937013666682065
2.400000000000001, 24.014303508154782, 1.6893352114781073, 3.927560368114315
2.500000000000001, 23.985240610646365, 1.6763921275155542, 3.9176069785299354
2.600000000000001, 23.957320006092242, 1.6635212764447866, 3.9071639968917355
2.700000000000001, 23.930557336725414, 1.6507295130697586, 3.896242316551604
2.800000000000001, 23.90496747154363, 1.6380234516356433, 3.8848531999420817
2.9000000000000012, 23.88056451374472, 1.6254094653823004, 3.873008253111795
3.0000000000000013, 23.857361808914053, 1.6128936867467127, 3.8607194001924072
3.1000000000000014, 23.835371953907224, 1.600482008181727, 3.8479988578815774
3.2000000000000015, 23.81460680637115, 1.5881800835576592, 3.8348591100228506
3.3000000000000016, 23.795077494847703, 1.5759933301127906, 3.8213128823597136
3.4000000000000017, 23.776794429404436, 1.5639269309184476, 3.8073731175369745
3.5000000000000018, 23.75976731273814, 1.5519858378242493, 3.793052950418526
3.600000000000002, 23.74400515169807, 1.5401747748491954, 3.7783656837861836
3.700000000000002, 23.72951626917663, 1.5284982419845135, 3.7633247644799073
3.800000000000002, 23.716308316317097, 1.5169605193746138, 3.7479437600351684
3.900000000000002, 23.70438828498907, 1.505565671843085, 3.732236335868742
4.000000000000002, 23.693762520484, 1.4943175537313451, 3.7162162330595985
4.100000000000001, 23.684436734384928, 1.4832198140184254, 3.6998972467670668
4.200000000000001, 23.676416017566087, 1.4722759016912605, 3.683293205323963
4.300000000000001, 23.669704853279836, 1.4614890713359154, 3.6664179500379293
4.4, 23.664307130290226, 1.4508623889212522, 3.649285315729937
4.5, 23.660226156014414, 1.4403987377477276, 3.6319091120346823
4.6, 23.657464669634727, 1.4301008245352134, 3.6143031054835086
4.699999999999999, 23.656024855146445, 1.4199711856249986, 3.596481002386592
4.799999999999999, 23.655908354307755, 1.4100121932724137, 3.5784564325273007
4.899999999999999, 23.657116279460745, 1.4002260620078228, 3.5602429336780683
4.999999999999998, 23.659649226193565, 1.3906148550450486, 3.541853936943676
5.099999999999998, 23.663507285816195, 1.3811804907175969, 3.5233027529346193
5.1999999999999975, 23.66869005762372, 1.371924748924381, 3.50460255877013
5.299999999999997, 23.675196660922946, 1.3628492775679022, 3.4857663859076546
5.399999999999997, 23.683025746799853, 1.3539555989691472, 3.4668071087928496
5.4999999999999964, 23.69217550960691, 1.3452451162446992, 3.4477374343217533
5.599999999999996, 23.702643698151252, 1.3367191196327577, 3.4285698921044943
5.699999999999996, 23.71442762656579, 1.3283787927559616, 3.409316825517865
5.799999999999995, 23.72752418484731, 1.32022521881004, 3.3899903835321714
5.899999999999995, 23.74192984904669, 1.3122593866683987, 3.3706025132961206
